, State, County, Local_Co_Name
599,ILLINOIS,DuPage,Comcast Cable
600,ILLINOIS,Sangamon,Comcast Cable
601,ILLINOIS,Sangamon,Comcast Cable
602,ILLINOIS,Sangamon,Comcast Cable
603,ILLINOIS,Champaign,Comcast Cable
604,ILLINOIS,Champaign,Comcast Cable
605,ILLINOIS,Champaign,Comcast Cable
606,ILLINOIS,Champaign,Comcast Cable
607,ILLINOIS,McLean,Comcast Cable
608,ILLINOIS,McLean,Comcast Cable
609,ILLINOIS,McLean,Comcast Cable
610,ILLINOIS,Cook,Comcast Cable
611,ILLINOIS,Cook,Comcast Cable
612,ILLINOIS,Cook,Comcast Cable
613,ILLINOIS,Knox,Comcast Cable
614,ILLINOIS,Knox,Comcast Cable
615,ILLINOIS,Knox,Comcast Cable
616,ILLINOIS,Adams,Comcast Cable
617,ILLINOIS,Adams,Comcast Cable
618,ILLINOIS,Adams,Comcast Cable
619,ILLINOIS,Morgan,Mediacom
620,ILLINOIS,Morgan,Mediacom
621,ILLINOIS,Morgan,Mediacom
622,ILLINOIS,LaSalle,Mediacom
623,ILLINOIS,LaSalle,Mediacom
624,ILLINOIS,LaSalle,Mediacom
625,ILLINOIS,Coles,Mediacom
626,ILLINOIS,Coles,Mediacom
627,ILLINOIS,Coles,Mediacom
628,ILLINOIS,Vermilion,NewWave Communications
629,ILLINOIS,Vermilion,NewWave Communications
630,ILLINOIS,Vermilion,NewWave Communications
631,ILLINOIS,Christian,NewWave Communications
632,ILLINOIS,Christian,NewWave Communications
633,ILLINOIS,Christian,NewWave Communications
634,ILLINOIS,Franklin,NewWave Communications
635,ILLINOIS,Franklin,NewWave Communications
636,ILLINOIS,Peoria,Mediacom
637,ILLINOIS,Peoria,Mediacom
638,ILLINOIS,Peoria,Mediacom
639,ILLINOIS,Union,NewWave Communications
640,ILLINOIS,Union,NewWave Communications
641,ILLINOIS,Union,NewWave Communications
642,ILLINOIS,Jersey,NewWave Communications
643,ILLINOIS,Jersey,NewWave Communications
644,ILLINOIS,Jersey,NewWave Communications
645,ILLINOIS,Kane,Mediacom
646,ILLINOIS,Kane,Mediacom
647,ILLINOIS,Kane,Mediacom
648,ILLINOIS,Randolph,NewWave Communications
649,ILLINOIS,Randolph,NewWave Communications
650,ILLINOIS,Randolph,NewWave Communications
651,ILLINOIS,Pike,Cass Cable TV Inc
652,ILLINOIS,Pike,Cass Cable TV Inc
653,ILLINOIS,Pike,Cass Cable TV Inc
654,ILLINOIS,Henry,Mediacom
655,ILLINOIS,Henry,Mediacom
656,ILLINOIS,Henry,Mediacom
657,ILLINOIS,Hamilton,NewWave Communications
658,ILLINOIS,Hamilton,NewWave Communications
659,ILLINOIS,Hamilton,NewWave Communications
660,ILLINOIS,Saline,Zito Media
661,ILLINOIS,Saline,Zito Media
662,ILLINOIS,Stephenson,Mediacom
663,ILLINOIS,Stephenson,Mediacom
664,ILLINOIS,Sangamon,Greene County Partners Inc
665,ILLINOIS,Sangamon,Greene County Partners Inc
666,ILLINOIS,Cumberland,Mediacom
667,ILLINOIS,Cumberland,Mediacom
668,ILLINOIS,Cumberland,Mediacom
669,ILLINOIS,Cumberland,Mediacom
670,ILLINOIS,Cumberland,Mediacom
671,ILLINOIS,Livingston,Heartland Cable Inc
672,ILLINOIS,LaSalle,Heartland Cable Inc
673,ILLINOIS,Woodford,Tel-Star Cablevision Inc
674,ILLINOIS,Woodford,Tel-Star Cablevision Inc
675,ILLINOIS,Lee,Heartland Cable Broadband
676,ILLINOIS,Ford,Heartland Cable Inc
677,ILLINOIS,Peoria,Nova1Net
678,ILLINOIS,Henderson,Nova1Net
679,ILLINOIS,Henderson,Nova1Net
680,ILLINOIS,Bureau,HI Cablevision
681,ILLINOIS,Peoria,KMHC Inc
682,ILLINOIS,Peoria,Tel-Star Cablevision Inc
683,ILLINOIS,DeWitt,Heartland Cable Inc
684,ILLINOIS,Warren,Comcast Cable
685,ILLINOIS,Warren,Comcast Cable
686,ILLINOIS,Cass,Cass Cable TV Inc
687,ILLINOIS,Cass,Cass Cable TV Inc
688,ILLINOIS,Cass,Cass Cable TV Inc
689,ILLINOIS,Fulton,Nova1Net
690,ILLINOIS,Fulton,Nova1Net
691,ILLINOIS,Knox,Nova1Net
692,ILLINOIS,Knox,Nova1Net
693,ILLINOIS,Jackson,Zito Media
694,ILLINOIS,Jackson,Zito Media
695,ILLINOIS,Jackson,Zito Media
696,ILLINOIS,LaSalle,Heartland Cable Inc
697,INDIANA,Hendricks,Comcast Cable
698,INDIANA,Hendricks,Comcast Cable
699,INDIANA,Marion,Bright House Networks
700,INDIANA,Marion,Bright House Networks
701,INDIANA,Marion,Bright House Networks
702,INDIANA,Allen,Comcast Cable
703,INDIANA,Allen,Comcast Cable
704,INDIANA,Allen,Comcast Cable
705,INDIANA,St. Joseph,Comcast Cable
706,INDIANA,St. Joseph,Comcast Cable
707,INDIANA,St. Joseph,Comcast Cable
708,INDIANA,LaPorte,Comcast Cable
709,INDIANA,LaPorte,Comcast Cable
710,INDIANA,LaPorte,Comcast Cable
711,INDIANA,Vigo,Time Warner Cable
712,INDIANA,Vigo,Time Warner Cable
713,INDIANA,Vigo,Time Warner Cable
714,INDIANA,Delaware,Comcast Cable
715,INDIANA,Delaware,Comcast Cable
716,INDIANA,Howard,Comcast Cable
717,INDIANA,Howard,Comcast Cable
718,INDIANA,Howard,Comcast Cable
719,INDIANA,Grant,Bright House Networks
720,INDIANA,Grant,Bright House Networks
721,INDIANA,Grant,Bright House Networks
722,INDIANA,Steuben,Mediacom
723,INDIANA,Steuben,Mediacom
724,INDIANA,Knox,NewWave Communications
725,INDIANA,Knox,NewWave Communications
726,INDIANA,Knox,NewWave Communications
727,INDIANA,Fayette,Comcast Cable
728,INDIANA,Fayette,Comcast Cable
729,INDIANA,Fayette,Comcast Cable
730,INDIANA,Shelby,Comcast Cable
731,INDIANA,Shelby,Comcast Cable
732,INDIANA,Jefferson,Time Warner Cable
733,INDIANA,Jefferson,Time Warner Cable
734,INDIANA,Jefferson,Time Warner Cable
735,INDIANA,Jefferson,Time Warner Cable
736,INDIANA,Clinton,Comcast Cable
737,INDIANA,Clinton,Comcast Cable
738,INDIANA,Clinton,Comcast Cable
739,INDIANA,Dearborn,Comcast Cable
740,INDIANA,Dearborn,Comcast Cable
741,INDIANA,Dearborn,Comcast Cable
742,INDIANA,Adams,Mediacom
743,INDIANA,Adams,Mediacom
744,INDIANA,Adams,Mediacom
745,INDIANA,DeKalb,Mediacom
746,INDIANA,DeKalb,Mediacom
747,INDIANA,DeKalb,Mediacom
748,INDIANA,Jasper,TV Cable of Rensselaer Inc
749,INDIANA,Elkhart,Quality Cablevision
750,INDIANA,Elkhart,Quality Cablevision
751,INDIANA,Pulaski,LightStream
752,INDIANA,Vanderburgh,"WOW! Internet, Cable & Phone"
753,INDIANA,Vanderburgh,"WOW! Internet, Cable & Phone"
754,KANSAS,Sedgwick,Cox Communications
755,KANSAS,Sedgwick,Cox Communications
756,KANSAS,Sedgwick,Cox Communications
757,KANSAS,Shawnee,Cox Communications
758,KANSAS,Shawnee,Cox Communications
759,KANSAS,Shawnee,Cox Communications
760,KANSAS,Douglas,"WOW! Internet, Cable & Phone"
761,KANSAS,Douglas,"WOW! Internet, Cable & Phone"
762,KANSAS,Douglas,"WOW! Internet, Cable & Phone"
763,KANSAS,Douglas,"WOW! Internet, Cable & Phone"
764,KANSAS,Pottawatomie,Cox Communications
765,KANSAS,Pottawatomie,Cox Communications
766,KANSAS,Pottawatomie,Cox Communications
767,KANSAS,Saline,Cox Communications
768,KANSAS,Saline,Cox Communications
769,KANSAS,Saline,Cox Communications
770,KANSAS,Lyon,Cable One
771,KANSAS,Lyon,Cable One
772,KANSAS,Finney,Cox Communications
773,KANSAS,Finney,Cox Communications
774,KANSAS,Finney,Cox Communications
775,KANSAS,Crawford,Cox Communications
776,KANSAS,Crawford,Cox Communications
777,KANSAS,Crawford,Cox Communications
778,KANSAS,Ford,Cox Communications
779,KANSAS,Ford,Cox Communications
780,KANSAS,Ford,Cox Communications
781,KANSAS,Montgomery,Cable One
782,KANSAS,Montgomery,Cable One
783,KANSAS,Labette,Cable One
784,KANSAS,Labette,Cable One
785,KANSAS,Neosho,Cable One
786,KANSAS,Neosho,Cable One
787,KANSAS,Sumner,Sumner Cable TV Inc.
788,KANSAS,Sumner,Sumner Cable TV Inc.
789,KANSAS,Sumner,Sumner Cable TV Inc.
790,KANSAS,Dickinson,Eagle Communications
791,KANSAS,Dickinson,Eagle Communications
792,KANSAS,Dickinson,Eagle Communications
793,KANSAS,Grant,Pioneer Communications
794,KANSAS,Grant,Pioneer Communications
795,KANSAS,Sherman,Eagle Communications
796,KANSAS,Sherman,Eagle Communications
797,KANSAS,Sherman,Eagle Communications
798,KANSAS,Coffey,Mediacom
799,KANSAS,Coffey,Mediacom
800,KANSAS,Coffey,Mediacom
801,KANSAS,Ellsworth,Eagle Communications
802,KANSAS,Ellsworth,Eagle Communications
803,KANSAS,Ellsworth,Eagle Communications
804,KANSAS,Decatur,Eagle Communications
805,KANSAS,Decatur,Eagle Communications
806,KANSAS,Labette,Mediacom
807,KANSAS,Rawlins,Atwood Cable Systems Inc
808,KANSAS,Rawlins,Atwood Cable Systems Inc
809,KANSAS,Sheridan,Eagle Communications
810,KANSAS,Sheridan,Eagle Communications
811,KANSAS,Sheridan,Eagle Communications
812,KANSAS,Riley,Eagle Communications
813,KANSAS,Riley,Eagle Communications
814,KANSAS,McPherson,MTC
815,KANSAS,Sedgwick,IdeaTek Communications LLC
816,KANSAS,Ellis,Eagle Communications
817,KANSAS,Ellis,Eagle Communications
818,KANSAS,Ellis,Eagle Communications
819,KANSAS,Ellis,Eagle Communications
820,KANSAS,Shawnee,Zito Media
821,KANSAS,Shawnee,Zito Media
822,KANSAS,Shawnee,Zito Media
823,KANSAS,Graham,Nex-Tech
824,KANSAS,Graham,Nex-Tech
825,KENTUCKY,Jefferson,Time Warner Cable
826,KENTUCKY,Jefferson,Time Warner Cable
827,KENTUCKY,Jefferson,Time Warner Cable
828,KENTUCKY,Kenton,Time Warner Cable
829,KENTUCKY,Kenton,Time Warner Cable
830,KENTUCKY,Kenton,Time Warner Cable
831,KENTUCKY,Fayette,Time Warner Cable
832,KENTUCKY,Fayette,Time Warner Cable
833,KENTUCKY,Fayette,Time Warner Cable
834,KENTUCKY,Floyd,Inter Mountain Cable Inc
835,KENTUCKY,Floyd,Inter Mountain Cable Inc
836,KENTUCKY,Floyd,Inter Mountain Cable Inc
837,KENTUCKY,Warren,Time Warner Cable
838,KENTUCKY,Warren,Time Warner Cable
839,KENTUCKY,Warren,Time Warner Cable
840,KENTUCKY,Madison,Time Warner Cable
841,KENTUCKY,Madison,Time Warner Cable
842,KENTUCKY,Madison,Time Warner Cable
843,KENTUCKY,Franklin,Frankfort Plant Board Cable Service
844,KENTUCKY,Franklin,Frankfort Plant Board Cable Service
845,KENTUCKY,Franklin,Frankfort Plant Board Cable Service
846,KENTUCKY,Laurel,Time Warner Cable
847,KENTUCKY,Laurel,Time Warner Cable
848,KENTUCKY,Laurel,Time Warner Cable
849,KENTUCKY,Nelson,Bardstown Cable TV
850,KENTUCKY,Nelson,Bardstown Cable TV
851,KENTUCKY,Nelson,Bardstown Cable TV
852,KENTUCKY,Knott,TVS Cable
853,KENTUCKY,Knott,TVS Cable
854,KENTUCKY,Knott,TVS Cable
855,KENTUCKY,Mason,Limestone Bracken Cablevision
856,KENTUCKY,Mason,Limestone Bracken Cablevision
857,KENTUCKY,Mason,Limestone Bracken Cablevision
858,KENTUCKY,Letcher,Inter Mountain Cable Inc
859,KENTUCKY,Letcher,Inter Mountain Cable Inc
860,KENTUCKY,Letcher,Inter Mountain Cable Inc
861,KENTUCKY,Johnson,Big Sandy Broadband
862,KENTUCKY,Johnson,Big Sandy Broadband
863,KENTUCKY,Johnson,Big Sandy Broadband
864,KENTUCKY,Ballard,Zito Media
865,KENTUCKY,Ballard,Zito Media
866,KENTUCKY,Ballard,Zito Media
867,KENTUCKY,Grant,Williamstown Cable
868,KENTUCKY,Grant,Williamstown Cable
869,KENTUCKY,Harlan,Harlan Community TV Inc
870,KENTUCKY,Calloway,Zito Media
871,KENTUCKY,Calloway,Zito Media
872,KENTUCKY,Fulton,Zito Media
873,KENTUCKY,Fulton,Zito Media
874,KENTUCKY,Fulton,Zito Media
875,KENTUCKY,Magoffin,Howard's TV Cable
876,KENTUCKY,Magoffin,Howard's TV Cable
877,KENTUCKY,Lawrence,Lycom Communications
878,KENTUCKY,Lawrence,Lycom Communications
879,KENTUCKY,Lawrence,Lycom Communications
880,KENTUCKY,Bullitt,Inside Connect Cable
881,LOUISIANA,East Baton Rouge,Cox Communications
882,LOUISIANA,East Baton Rouge,Cox Communications
883,LOUISIANA,East Baton Rouge,Cox Communications
884,LOUISIANA,Bossier,Comcast Cable
885,LOUISIANA,Bossier,Comcast Cable
886,LOUISIANA,Bossier,Comcast Cable
887,LOUISIANA,Rapides,Suddenlink Communications
888,LOUISIANA,Rapides,Suddenlink Communications
889,LOUISIANA,Rapides,Suddenlink Communications
890,LOUISIANA,Calcasieu,Suddenlink Communications
891,LOUISIANA,Calcasieu,Suddenlink Communications
892,LOUISIANA,Calcasieu,Suddenlink Communications
893,LOUISIANA,Bossier,Suddenlink Communications
894,LOUISIANA,Bossier,Suddenlink Communications
895,LOUISIANA,Bossier,Suddenlink Communications
896,LOUISIANA,Evangeline,Suddenlink Communications
897,LOUISIANA,Evangeline,Suddenlink Communications
898,LOUISIANA,East Feliciana,Bailey Cable TV Inc
899,LOUISIANA,St. Mary,Allen's TV Cable Service Inc
900,LOUISIANA,St. Mary,Allen's TV Cable Service Inc
901,LOUISIANA,St. Mary,Allen's TV Cable Service Inc
902,LOUISIANA,St. Landry,Allen's TV Cable Service Inc
903,LOUISIANA,St. Landry,Allen's TV Cable Service Inc
904,LOUISIANA,St. Landry,Allen's TV Cable Service Inc
905,MASSACHUSETTS,Worcester,Shrewsbury's Community Cablevision
906,MASSACHUSETTS,Worcester,Shrewsbury's Community Cablevision
907,MASSACHUSETTS,Worcester,Shrewsbury's Community Cablevision
908,MASSACHUSETTS,Bristol,Charter Communications
909,MASSACHUSETTS,Bristol,Charter Communications
910,MASSACHUSETTS,Berkshire,Time Warner Cable
911,MASSACHUSETTS,Berkshire,Time Warner Cable
912,MASSACHUSETTS,Berkshire,Time Warner Cable
913,MASSACHUSETTS,Hampden,Russell Municipal Cable TV
914,MASSACHUSETTS,Norfolk,BELD Broadband
915,MASSACHUSETTS,Norfolk,BELD Broadband
916,MASSACHUSETTS,Norfolk,BELD Broadband
917,MARYLAND,Baltimore,Comcast Cable
918,MARYLAND,Baltimore,Comcast Cable
919,MARYLAND,Anne Arundel,Comcast Cable
920,MARYLAND,Anne Arundel,Comcast Cable
921,MARYLAND,Anne Arundel,Comcast Cable
922,MARYLAND,Anne Arundel,Broadstripe
923,MARYLAND,Anne Arundel,Broadstripe
924,MARYLAND,Anne Arundel,Broadstripe
925,MARYLAND,Frederick,Comcast Cable
926,MARYLAND,Frederick,Comcast Cable
927,MARYLAND,Frederick,Comcast Cable
928,MARYLAND,Worcester,Comcast Cable
929,MARYLAND,Worcester,Comcast Cable
930,MARYLAND,Worcester,Comcast Cable
931,MARYLAND,Washington,Antietam Cable Television Inc
932,MARYLAND,Washington,Antietam Cable Television Inc
933,MARYLAND,Washington,Antietam Cable Television Inc
934,MARYLAND,Washington,Antietam Cable Television Inc
935,MARYLAND,Wicomico,Comcast Cable
936,MARYLAND,Wicomico,Comcast Cable
937,MARYLAND,Wicomico,Comcast Cable
938,MARYLAND,Cecil,Comcast Cable
939,MARYLAND,Cecil,Comcast Cable
940,MARYLAND,Cecil,Comcast Cable
941,MARYLAND,Harford,Armstrong Cable Services
942,MARYLAND,Harford,Armstrong Cable Services
943,MARYLAND,Harford,Armstrong Cable Services
944,MARYLAND,St. Mary's,MetroCast Communications
945,MARYLAND,St. Mary's,MetroCast Communications
946,MARYLAND,St. Mary's,MetroCast Communications
947,MARYLAND,St. Mary's,MetroCast Communications
948,MAINE,Cumberland,Time Warner Cable
949,MAINE,Cumberland,Time Warner Cable
950,MAINE,Cumberland,Time Warner Cable
951,MAINE,Cumberland,Comcast Cable
952,MAINE,Cumberland,Comcast Cable
953,MAINE,Cumberland,Comcast Cable
954,MAINE,York,MetroCast Cablevision
955,MAINE,York,MetroCast Cablevision
956,MAINE,York,MetroCast Cablevision
957,MAINE,Penobscot,Bee Line Cable TV
958,MAINE,Penobscot,Bee Line Cable TV
959,MAINE,Somerset,Bee Line Cable TV
960,MAINE,Somerset,Bee Line Cable TV
961,MAINE,Aroostook,Time Warner Cable
962,MAINE,Aroostook,Time Warner Cable
963,MAINE,Penobscot,Time Warner Cable
964,MICHIGAN,Wayne,Comcast Cable
965,MICHIGAN,Wayne,Comcast Cable
966,MICHIGAN,Macomb,Comcast Cable
967,MICHIGAN,Macomb,Comcast Cable
968,MICHIGAN,Genesee,Comcast Cable
969,MICHIGAN,Genesee,Comcast Cable
970,MICHIGAN,Oakland,Comcast Cable
971,MICHIGAN,Oakland,Comcast Cable
972,MICHIGAN,Oakland,Comcast Cable
973,MICHIGAN,Washtenaw,Comcast Cable
974,MICHIGAN,Washtenaw,Comcast Cable
975,MICHIGAN,Ingham,Comcast Cable
976,MICHIGAN,Ingham,Comcast Cable
977,MICHIGAN,Ingham,Comcast Cable
978,MICHIGAN,Wayne,Comcast Cable
979,MICHIGAN,Wayne,Comcast Cable
980,MICHIGAN,Wayne,Comcast Cable
981,MICHIGAN,Oakland,Comcast Cable
982,MICHIGAN,Oakland,Comcast Cable
983,MICHIGAN,Oakland,Comcast Cable
984,MICHIGAN,Kalamazoo,Charter Communications
985,MICHIGAN,Kalamazoo,Charter Communications
986,MICHIGAN,Wayne,Comcast Cable
987,MICHIGAN,Wayne,Comcast Cable
988,MICHIGAN,Wayne,Comcast Cable
989,MICHIGAN,Muskegon,Comcast Cable
990,MICHIGAN,Muskegon,Comcast Cable
991,MICHIGAN,Muskegon,Comcast Cable
992,MICHIGAN,Muskegon,Comcast Cable
993,MICHIGAN,Macomb,Comcast Cable
994,MICHIGAN,Macomb,Comcast Cable
995,MICHIGAN,Oakland,Comcast Cable
996,MICHIGAN,Oakland,Comcast Cable
997,MICHIGAN,Oakland,Comcast Cable
998,MICHIGAN,Wayne,Bright House Networks
999,MICHIGAN,Wayne,Bright House Networks
1000,MICHIGAN,Wayne,Bright House Networks
1001,MICHIGAN,Calhoun,Comcast Cable
1002,MICHIGAN,Calhoun,Comcast Cable
1003,MICHIGAN,Calhoun,Comcast Cable
1004,MICHIGAN,Oakland,Comcast Cable
1005,MICHIGAN,Oakland,Comcast Cable
1006,MICHIGAN,Midland,Charter Communications
1007,MICHIGAN,Midland,Charter Communications
1008,MICHIGAN,Wayne,Wyandotte Municipal Services
1009,MICHIGAN,Wayne,Wyandotte Municipal Services
1010,MICHIGAN,Wayne,Wyandotte Municipal Services
1011,MICHIGAN,Gladwin,Charter Communications
1012,MICHIGAN,Gladwin,Charter Communications
1013,MICHIGAN,Van Buren,Sister Lakes Cable TV
1014,MICHIGAN,Eaton,"WOW! Internet, Cable & Phone"
1015,MICHIGAN,Eaton,"WOW! Internet, Cable & Phone"
1016,MICHIGAN,Eaton,"WOW! Internet, Cable & Phone"
1017,MICHIGAN,Dickinson,City of Norway CATV
1018,MICHIGAN,Dickinson,City of Norway CATV
1019,MICHIGAN,Mackinac,MIcom
1020,MICHIGAN,Mackinac,MIcom
1021,MICHIGAN,Shiawassee,TVC Cable
1022,MICHIGAN,Shiawassee,TVC Cable
1023,MICHIGAN,Shiawassee,TVC Cable
1024,MICHIGAN,Jackson,Springport Telephone Co
1025,MICHIGAN,Jackson,Springport Telephone Co
1026,MICHIGAN,Huron,Comcast Cable
1027,MICHIGAN,Huron,Comcast Cable
1028,MICHIGAN,Huron,Comcast Cable
1029,MICHIGAN,Oceana,Golden Communications
1030,MICHIGAN,Branch,Coldwater Board of Public Utilities
1031,MICHIGAN,Branch,Coldwater Board of Public Utilities
1032,MICHIGAN,Branch,Coldwater Board of Public Utilities
1033,MICHIGAN,Monroe,D & P Cable
1034,MICHIGAN,Monroe,D & P Cable
1035,MICHIGAN,Monroe,D & P Cable
1036,MINNESOTA,Hennepin,Comcast Cable
1037,MINNESOTA,Hennepin,Comcast Cable
1038,MINNESOTA,Hennepin,Comcast Cable
1039,MINNESOTA,Olmsted,Charter Communications
1040,MINNESOTA,Olmsted,Charter Communications
1041,MINNESOTA,Dakota,Charter Communications
1042,MINNESOTA,Dakota,Charter Communications
1043,MINNESOTA,Hennepin,Mediacom
1044,MINNESOTA,Hennepin,Mediacom
1045,MINNESOTA,Hennepin,Mediacom
1046,MINNESOTA,Isanti,Midco
1047,MINNESOTA,Isanti,Midco
1048,MINNESOTA,Isanti,Midco
1049,MINNESOTA,Isanti,Midco
1050,MINNESOTA,Isanti,Midco
1051,MINNESOTA,St. Louis,Mediacom
1052,MINNESOTA,St. Louis,Mediacom
1053,MINNESOTA,St. Louis,Mediacom
1054,MINNESOTA,Crow Wing,Charter Communications
1055,MINNESOTA,Crow Wing,Charter Communications
1056,MINNESOTA,Itasca,Mediacom
1057,MINNESOTA,Itasca,Mediacom
1058,MINNESOTA,Itasca,Mediacom
1059,MINNESOTA,Pennington,Sjoberg's Cable TV Inc
1060,MINNESOTA,Pennington,Sjoberg's Cable TV Inc
1061,MINNESOTA,Pennington,Sjoberg's Cable TV Inc
1062,MINNESOTA,Otter Tail,Arvig
1063,MINNESOTA,Otter Tail,Arvig
1064,MINNESOTA,Otter Tail,Arvig
1065,MINNESOTA,Benton,Benton Cooperative Telephone
1066,MINNESOTA,Benton,Benton Cooperative Telephone
1067,MINNESOTA,Roseau,Sjoberg's Cable TV Inc
1068,MINNESOTA,Roseau,Sjoberg's Cable TV Inc
1069,MINNESOTA,Roseau,Sjoberg's Cable TV Inc
1070,MINNESOTA,Roseau,Sjoberg's Cable TV Inc
1071,MINNESOTA,Polk,Garden Valley Telephone Co
1072,MINNESOTA,Marshall,Sjoberg's Cable TV Inc
1073,MINNESOTA,Marshall,Sjoberg's Cable TV Inc
1074,MINNESOTA,Marshall,Sjoberg's Cable TV Inc
1075,MINNESOTA,Marshall,Sjoberg's Cable TV Inc
1076,MINNESOTA,Roseau,Sjoberg's Cable TV Inc
1077,MINNESOTA,Roseau,Sjoberg's Cable TV Inc
1078,MINNESOTA,Roseau,Sjoberg's Cable TV Inc
1079,MINNESOTA,Roseau,Sjoberg's Cable TV Inc
1080,MINNESOTA,Jackson,Jackson Municipal TV System
1081,MINNESOTA,Jackson,Jackson Municipal TV System
1082,MISSOURI,Clay,Time Warner Cable
1083,MISSOURI,Clay,Time Warner Cable
1084,MISSOURI,Clay,Time Warner Cable
1085,MISSOURI,Boone,Mediacom
1086,MISSOURI,Boone,Mediacom
1087,MISSOURI,Boone,Mediacom
1088,MISSOURI,Greene,Mediacom
1089,MISSOURI,Greene,Mediacom
1090,MISSOURI,Greene,Mediacom
1091,MISSOURI,Greene,Mediacom
1092,,,Charter Communications
1093,,,Charter Communications
1094,MISSOURI,Jasper,Cable One
1095,MISSOURI,Jasper,Cable One
1096,MISSOURI,Pulaski,Cable America Corp
1097,MISSOURI,Pulaski,Cable America Corp
1098,MISSOURI,Pulaski,Cable America Corp
1099,MISSOURI,Pulaski,Cable America Corp
1100,MISSOURI,Butler,NewWave Communications
1101,MISSOURI,Butler,NewWave Communications
1102,MISSOURI,Butler,NewWave Communications
1103,MISSOURI,Butler,NewWave Communications
1104,MISSOURI,Adair,Cable One
1105,MISSOURI,Adair,Cable One
1106,MISSOURI,Adair,Cable One
1107,MISSOURI,Jasper,Suddenlink Communications
1108,MISSOURI,Jasper,Suddenlink Communications
1109,MISSOURI,Jasper,Suddenlink Communications
1110,MISSOURI,Stoddard,NewWave Communications
1111,MISSOURI,Stoddard,NewWave Communications
1112,MISSOURI,Stoddard,NewWave Communications
1113,MISSOURI,Hickory,American Broadband Missouri
1114,MISSOURI,Hickory,American Broadband Missouri
1115,MISSOURI,Hickory,American Broadband Missouri
1116,MISSOURI,Greene,Cable America Corp
1117,MISSOURI,Greene,Cable America Corp
1118,MISSOURI,Greene,Cable America Corp
1119,MISSOURI,Linn,Suddenlink Communications
1120,MISSOURI,Linn,Suddenlink Communications
1121,MISSOURI,Linn,Suddenlink Communications
1122,MISSOURI,Jasper,Mediacom
1123,MISSOURI,Jasper,Mediacom
1124,MISSOURI,Barry,Mediacom
1125,MISSOURI,Barry,Mediacom
1126,MISSOURI,Dallas,Provincial Cable & Data
1127,MISSOURI,Dallas,Provincial Cable & Data
1128,MISSOURI,Dallas,Provincial Cable & Data
1129,MISSOURI,Chariton,Mediacom
1130,MISSOURI,Chariton,Mediacom
1131,MISSOURI,Newton,Mediacom
1132,MISSOURI,Newton,Mediacom
1133,MISSOURI,Webster,Mediacom
1134,MISSOURI,Webster,Mediacom
1135,MISSOURI,Benton,Provincial Cable & Data
1136,MISSOURI,Benton,Provincial Cable & Data
1137,MISSOURI,Benton,Provincial Cable & Data
1138,MISSOURI,Dade,Mediacom
1139,MISSOURI,Dade,Mediacom
1140,MISSOURI,St. Louis,Cable America Corp
1141,MISSOURI,St. Louis,Cable America Corp
1142,MISSOURI,St. Louis,Cable America Corp
1143,MISSISSIPPI,Hinds,Comcast Cable
1144,MISSISSIPPI,Hinds,Comcast Cable
1145,MISSISSIPPI,Hinds,Comcast Cable
1146,MISSISSIPPI,Forrest,Comcast Cable
1147,MISSISSIPPI,Forrest,Comcast Cable
1148,MISSISSIPPI,Harrison,Cable One
1149,MISSISSIPPI,Harrison,Cable One
1150,MISSISSIPPI,Adams,Cable One
1151,MISSISSIPPI,Adams,Cable One
1152,MISSISSIPPI,Adams,Cable One
1153,MISSISSIPPI,Coahoma,Cable One
1154,MISSISSIPPI,Coahoma,Cable One
1155,MISSISSIPPI,Bolivar,Cable One
1156,MISSISSIPPI,Bolivar,Cable One
1157,MISSISSIPPI,Lincoln,Cable One
1158,MISSISSIPPI,Lincoln,Cable One
1159,MISSISSIPPI,Scott,MaxxSouth Broadband
1160,MISSISSIPPI,Scott,MaxxSouth Broadband
1161,MISSISSIPPI,Scott,MaxxSouth Broadband
1162,MISSISSIPPI,Amite,Bailey Cable TV
1163,ALABAMA,Madison,Mediacom
1164,ALABAMA,Madison,Mediacom
1165,MISSISSIPPI,Lowndes,Cable One
1166,MISSISSIPPI,Lowndes,Cable One
1167,MISSISSIPPI,Tippah,Ripley Video Cable Co. Inc
1168,MISSISSIPPI,Tippah,Ripley Video Cable Co. Inc
1169,MONTANA,Missoula,Charter Communications
1170,MONTANA,Missoula,Charter Communications
1171,MONTANA,Cascade,Charter Communications
1172,MONTANA,Cascade,Charter Communications
1173,MONTANA,Lewis And Clark,Charter Communications
1174,MONTANA,Lewis And Clark,Charter Communications
1175,MONTANA,Silver Bow,Charter Communications
1176,MONTANA,Silver Bow,Charter Communications
1177,MONTANA,Flathead,Charter Communications
1178,MONTANA,Flathead,Charter Communications
1179,MONTANA,Gallatin,Charter Communications
1180,MONTANA,Gallatin,Charter Communications
1181,MONTANA,Hill,Charter Communications
1182,MONTANA,Hill,Charter Communications
1183,MONTANA,Lincoln,MontanaSky West
1184,MONTANA,Lincoln,MontanaSky West
1185,MONTANA,Lincoln,MontanaSky West
1186,MONTANA,Lincoln,MontanaSky West
1187,MONTANA,Park,Charter Communications
1188,MONTANA,Park,Charter Communications
1189,MONTANA,Deer Lodge,Charter Communications
1190,MONTANA,Deer Lodge,Charter Communications
1191,MONTANA,Ravalli,Charter Communications
1192,MONTANA,Ravalli,Charter Communications
